Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
30/01/2018,4,1,Low,victoria,BC,Use recreationally,Daily,28
26/01/2018,100,28,High,victoria,BC,Medicate without a medical document,Daily,28
30/01/2018,100,28,High,victoria,BC,Use recreationally,Daily,28
28/01/2018,80,28,Medium,victoria,BC,Medicate with a medical document,Daily,28
30/01/2018,40,14,High,victoria,BC,Use recreationally,Daily,28
31/01/2018,80,28,Medium,victoria,BC,Use recreationally,Daily,28
30/01/2018,60,28,High,victoria,BC,Use recreationally,Daily,28
30/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,Daily,20
30/01/2018,200,28,High,victoria,BC,Use recreationally,Daily,20
30/01/2018,7.5,1,High,victoria,BC,Medicate with a medical document,Daily,15
28/01/2018,20,3.5,Medium,victoria,BC,Use recreationally,Daily,15
30/01/2018,160,28,High,victoria,BC,Use recreationally,Daily,15
30/01/2018,5,1,High,victoria,BC,Medicate without a medical document,Daily,15
30/01/2018,5,1,High,victoria,BC,Medicate without a medical document,Daily,15
30/01/2018,35,7,Medium,victoria,BC,Use recreationally,Daily,15
31/01/2018,100,28,Medium,victoria,BC,Medicate without a medical document,Daily,15
01/02/2018,100,28,Medium,victoria,BC,Use recreationally,Daily,15
27/01/2018,12,1,High,victoria,BC,Use recreationally,Daily,14
30/01/2018,35,3.5,High,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,10,1,High,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,35,3.5,Medium,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,35,3.5,Medium,victoria,BC,Medicate with a medical document,Daily,14
01/02/2018,10,1,High,victoria,BC,Medicate with a medical document,Daily,14
30/01/2018,32,3.5,High,victoria,BC,Medicate with a medical document,Daily,14
31/01/2018,64,7,Medium,victoria,BC,Use recreationally,Daily,14
01/02/2018,9,1,Medium,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,60,7,High,victoria,BC,Use recreationally,Daily,14
30/01/2018,60,7,High,victoria,BC,Medicate without a medical document,Daily,14
02/02/2018,8,1,Medium,victoria,BC,Medicate without a medical document,A few times per week,14
30/01/2018,110,14,High,victoria,BC,Use recreationally,Daily,14
30/01/2018,54,7,High,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,7.5,1,High,victoria,BC,Medicate with a medical document,Daily,14
30/01/2018,25,3.5,High,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,200,28,High,victoria,BC,Use recreationally,A few times per week,14
03/02/2018,100,14,High,victoria,BC,Use recreationally,A few times per month,14
25/01/2018,100,14,High,victoria,BC,Use recreationally,Daily,14
30/01/2018,50,7,Medium,victoria,BC,Use recreationally,Daily,14
30/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,Daily,14
30/01/2018,50,7,Medium,victoria,BC,Medicate without a medical document,Daily,14
01/02/2018,200,28,High,victoria,BC,Use recreationally,Daily,14
28/01/2018,7,1,High,victoria,BC,Medicate with a medical document,A few times per week,14
25/01/2018,45,7,High,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,90,14,High,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,180,28,Medium,victoria,BC,Use recreationally,Daily,14
30/01/2018,180,28,Medium,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,45,7,High,victoria,BC,Use recreationally,Daily,14
01/02/2018,180,28,High,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,44,7,High,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,6.2,1,,victoria,BC,Use recreationally,A few times per week,14
25/01/2018,6,1,High,victoria,BC,Medicate without a medical document,A few times per month,14
30/01/2018,40,7,High,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,20,3.5,Medium,victoria,BC,Use recreationally,A few times per week,14
31/01/2018,20,3.5,High,victoria,BC,Use recreationally,A few times per week,14
26/01/2018,20,3.5,High,victoria,BC,Use recreationally,Daily,14
30/01/2018,40,7,Low,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,20,3.5,High,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,80,14,High,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,20,3.5,Medium,victoria,BC,Use recreationally,Daily,14
31/01/2018,150,28,Medium,victoria,BC,Medicate without a medical document,A few times per week,14
30/01/2018,150,28,High,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,140,28,High,victoria,BC,Medicate without a medical document,A few times per week,14
31/01/2018,5,1,Medium,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,140,28,Medium,victoria,BC,Use recreationally,Daily,14
31/01/2018,5,1,Medium,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,5,1,High,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,65,14,Medium,victoria,BC,Use recreationally,A few times per week,14
30/01/2018,60,14,Medium,victoria,BC,Use recreationally,A few times per week,14
02/02/2018,120,28,Medium,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,110,28,Medium,victoria,BC,Medicate without a medical document,Daily,14
02/02/2018,100,28,High,victoria,BC,Medicate without a medical document,A few times per month,14
02/02/2018,50,14,Medium,victoria,BC,Medicate without a medical document,Daily,14
30/01/2018,88,28,Medium,victoria,BC,Medicate without a medical document,Daily,14
31/01/2018,80,28,High,victoria,BC,Use recreationally,Daily,14
31/01/2018,14,1,High,victoria,BC,Use recreationally,Daily,7
30/01/2018,13,1,High,victoria,BC,Use recreationally,A few times per week,7
31/01/2018,140,14,High,victoria,BC,Medicate without a medical document,A few times per week,7
31/01/2018,10,1,High,victoria,BC,Use recreationally,A few times per week,7
31/01/2018,35,3.5,Medium,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,10,1,High,victoria,BC,Medicate without a medical document,Daily,7
31/01/2018,35,3.5,High,victoria,BC,Medicate without a medical document,Daily,7
30/01/2018,9,1,Medium,victoria,BC,Medicate without a medical document,Daily,7
30/01/2018,8.99,1,High,victoria,BC,Medicate without a medical document,A few times per week,7
30/01/2018,60,7,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,240,28,High,victoria,BC,Medicate without a medical document,Daily,7
30/01/2018,30,3.5,High,victoria,BC,Use recreationally,Daily,7
30/01/2018,60,7,High,victoria,BC,Medicate without a medical document,Daily,7
30/01/2018,60,7,High,victoria,BC,Medicate with a medical document,Daily,7
30/01/2018,8.5,1,High,victoria,BC,Medicate with a medical document,A few times per week,7
31/01/2018,8,1,Medium,victoria,BC,Medicate without a medical document,Daily,7
31/01/2018,110,14,Medium,victoria,BC,Use recreationally,A few times per week,7
01/02/2018,54.99,7,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,52,7,Low,victoria,BC,Medicate without a medical document,Daily,7
25/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,25,3.5,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,100,14,High,victoria,BC,Medicate without a medical document,A few times per month,7
30/01/2018,25,3.5,,victoria,BC,Medicate without a medical document,A few times per week,7
30/01/2018,200,28,High,victoria,BC,Medicate without a medical document,A few times per week,7
31/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,A few times per week,7
31/01/2018,25,3.5,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,50,7,High,victoria,BC,Use recreationally,Daily,7
30/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,Daily,7
30/01/2018,200,28,High,victoria,BC,Medicate without a medical document,Daily,7
30/01/2018,25,3.5,Medium,victoria,BC,Use recreationally,Daily,7
31/01/2018,49.99,7,High,victoria,BC,Use recreationally,Daily,7
30/01/2018,98,14,High,victoria,BC,Medicate without a medical document,A few times per month,7
26/01/2018,24,3.5,High,victoria,BC,Medicate without a medical document,A few times per week,7
01/02/2018,168,28,High,victoria,BC,Medicate with a medical document,A few times per week,7
30/01/2018,21,3.5,Medium,victoria,BC,Medicate without a medical document,Daily,7
26/01/2018,20,3.5,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,20,3.5,High,victoria,BC,Use recreationally,A few times per week,7
31/01/2018,20,3.5,Medium,victoria,BC,Medicate without a medical document,Daily,7
25/01/2018,150,28,High,victoria,BC,Medicate without a medical document,A few times per week,7
01/02/2018,150,28,High,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,35,7,High,victoria,BC,Medicate without a medical document,Daily,7
31/01/2018,135,28,High,victoria,BC,Medicate with a medical document,Daily,7
31/01/2018,30,7,Medium,victoria,BC,Use recreationally,A few times per week,7
30/01/2018,400,100,Medium,victoria,BC,Medicate without a medical document,A few times per month,7
25/01/2018,11,1,Medium,victoria,BC,Medicate with a medical document,Daily,4
30/01/2018,30,7,High,victoria,BC,Use recreationally,Daily,4
30/01/2018,16,1,High,victoria,BC,Use recreationally,Daily,3.5
30/01/2018,15,1,High,victoria,BC,Medicate without a medical document,A few times per week,3.5
31/01/2018,15,1,Medium,victoria,BC,Medicate without a medical document,A few times per month,3.5
30/01/2018,12,1,High,victoria,BC,Medicate with a medical document,A few times per week,3.5
30/01/2018,12,1,High,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,40,3.5,,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,10.99,1,High,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,75,7,High,victoria,BC,Use recreationally,A few times per week,3.5
26/01/2018,10,1,Medium,victoria,BC,Medicate without a medical document,A few times per week,3.5
28/01/2018,10,1,High,victoria,BC,Medicate with a medical document,A few times per month,3.5
30/01/2018,10,1,High,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,10,1,High,victoria,BC,Medicate without a medical document,A few times per week,3.5
31/01/2018,10,1,High,victoria,BC,Medicate with a medical document,A few times per month,3.5
31/01/2018,35,3.5,High,victoria,BC,Medicate without a medical document,A few times per week,3.5
26/01/2018,40,4,High,victoria,BC,Use recreationally,Daily,3.5
31/01/2018,10,1,High,victoria,BC,Use recreationally,Daily,3.5
31/01/2018,10,1,High,victoria,BC,Medicate without a medical document,Daily,3.5
30/01/2018,30,3.5,High,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,30,3.5,Medium,victoria,BC,Medicate without a medical document,A few times per week,3.5
01/02/2018,8.5,1,High,victoria,BC,Medicate with a medical document,Daily,3.5
31/01/2018,8,1,High,victoria,BC,Use recreationally,Daily,3.5
30/01/2018,25,3.5,High,victoria,BC,Use recreationally,A few times per week,3.5
31/01/2018,25,3.5,High,victoria,BC,Medicate without a medical document,A few times per week,3.5
26/01/2018,20,3,High,victoria,BC,Use recreationally,A few times per week,3.5
31/01/2018,170,28,High,victoria,BC,Medicate without a medical document,A few times per week,3.5
25/01/2018,20,3.5,Medium,victoria,BC,Use recreationally,Daily,3.5
31/01/2018,20,3.5,Medium,victoria,BC,Medicate without a medical document,Daily,3.5
31/01/2018,80,14,High,victoria,BC,Use recreationally,Daily,3.5
31/01/2018,150,28,High,victoria,BC,Use recreationally,A few times per week,3.5
25/01/2018,300,56,High,victoria,BC,Use recreationally,Daily,3.5
01/02/2018,150,28,High,victoria,BC,Medicate without a medical document,Daily,3.5
30/01/2018,5,1,Medium,victoria,BC,Medicate with a medical document,A few times per week,3.5
30/01/2018,5,1,Low,victoria,BC,Use recreationally,A few times per month,3.5
31/01/2018,5,1,High,victoria,BC,Medicate without a medical document,A few times per month,3.5
03/02/2018,70,14,High,victoria,BC,Use recreationally,A few times per week,3.5
30/01/2018,500,112,High,victoria,BC,Medicate without a medical document,Daily,3.5
30/01/2018,120,28,High,victoria,BC,Use recreationally,A few times per month,3.5
31/01/2018,120,28,High,victoria,BC,Use recreationally,Daily,3.5
03/02/2018,120,28,High,victoria,BC,Medicate without a medical document,Daily,3.5
30/01/2018,6,1,High,victoria,BC,Medicate without a medical document,A few times per week,2.5
30/01/2018,12,1,High,victoria,BC,Use recreationally,A few times per month,1
25/01/2018,10,1,High,victoria,BC,Use recreationally,A few times per week,1
27/01/2018,10,1,High,victoria,BC,Medicate without a medical document,A few times per week,1
30/01/2018,10,1,High,victoria,BC,Use recreationally,A few times per week,1
30/01/2018,10,1,High,victoria,BC,Medicate without a medical document,A few times a year,1
30/01/2018,10,1,Medium,victoria,BC,Use recreationally,A few times a year,1
02/02/2018,35,3.5,High,victoria,BC,Use recreationally,A few times a year,1
04/02/2018,35,3.5,Medium,victoria,BC,Use recreationally,A few times per month,1
07/02/2018,10,1,High,victoria,BC,Use recreationally,Daily,7
01/02/2018,30,3.5,Medium,victoria,BC,Use recreationally,A few times a year,1
30/01/2018,50,7,High,victoria,BC,Use recreationally,A few times per month,1
06/02/2018,50,7,High,victoria,BC,Medicate without a medical document,Daily,7
03/02/2018,7,1,Medium,victoria,BC,Medicate without a medical document,A few times per month,1
30/01/2018,90,14,High,victoria,BC,Medicate without a medical document,A few times per month,1
30/01/2018,85,14,High,victoria,BC,Medicate without a medical document,A few times per month,1
30/01/2018,5,1,Medium,victoria,BC,Use recreationally,A few times per month,1
30/01/2018,5,1,Medium,victoria,BC,Medicate with a medical document,A few times a year,1
05/02/2018,120,28,Medium,victoria,BC,Medicate without a medical document,Daily,7
02/02/2018,13,1,High,victoria,BC,Use recreationally,A few times per month,0.5
30/01/2018,12,1,High,victoria,BC,Use recreationally,A few times per week,0.5
31/01/2018,12,1,High,victoria,BC,Medicate without a medical document,A few times per month,0.5
26/01/2018,10,1,Medium,victoria,BC,Medicate without a medical document,A few times per month,0.5
30/01/2018,10,1,High,victoria,BC,Medicate without a medical document,A few times per month,0.5
30/01/2018,60,7,High,victoria,BC,Use recreationally,A few times per week,0.5
31/01/2018,60,7,Medium,victoria,BC,Use recreationally,A few times a year,0.5
30/01/2018,59,7,High,victoria,BC,Use recreationally,A few times per month,0.5
31/01/2018,8,1,Medium,victoria,BC,Use recreationally,A few times per month,0.5
31/01/2018,8,1,High,victoria,BC,Use recreationally,A few times a year,0.5
30/01/2018,25,3.5,High,victoria,BC,Use recreationally,A few times per week,0.5
31/01/2018,25,3.5,High,victoria,BC,Medicate without a medical document,A few times a year,0.5
31/01/2018,6,1,High,victoria,BC,Use recreationally,A few times per week,0.5
30/01/2018,40,7,High,victoria,BC,Use recreationally,A few times per month,0.5
30/01/2018,5,1,High,victoria,BC,Use recreationally,A few times a year,0.5
31/01/2018,35,7,Medium,victoria,BC,Use recreationally,A few times per week,0.5
01/02/2018,120,28,Medium,victoria,BC,Use recreationally,A few times a year,0.5
31/01/2018,450,112,High,victoria,BC,Use recreationally,A few times a year,0.5
31/01/2018,4,1,High,victoria,BC,Use recreationally,A few times a year,0.5
31/01/2018,4,1,High,victoria,BC,Medicate without a medical document,A few times a year,0.5
31/01/2018,100,28,Medium,victoria,BC,Use recreationally,A few times a year,0.5
31/01/2018,10,1,Medium,victoria,BC,Medicate without a medical document,A few times a year,0.1
27/01/2018,7,1,Medium,victoria,BC,Use recreationally,A few times a year,0.01
31/01/2018,10,1,High,victoria,BC,Use recreationally,A few times a year,0.000001
30/01/2018,59,3.5,High,victoria,BC,Use recreationally,,0
31/01/2018,13,1,High,victoria,BC,Use recreationally,,0
26/01/2018,12.85,1,High,victoria,BC,Use recreationally,A few times per month,0
27/01/2018,12,1,High,victoria,BC,Medicate without a medical document,,0
26/01/2018,40,3.5,High,victoria,BC,Use recreationally,,0
30/01/2018,36,3.5,High,victoria,BC,Use recreationally,,0
29/01/2018,10,1,High,victoria,BC,Use recreationally,,0
30/01/2018,10,1,Medium,victoria,BC,Medicate without a medical document,,0
31/01/2018,70,7,High,victoria,BC,Medicate with a medical document,,0
31/01/2018,10,1,High,victoria,BC,Medicate with a medical document,,0
26/01/2018,35,3.5,Medium,victoria,BC,Use recreationally,,0
26/01/2018,50,5,Low,victoria,BC,Use recreationally,,0
30/01/2018,60,7,High,victoria,BC,Medicate without a medical document,,0
30/01/2018,60,7,High,victoria,BC,Medicate without a medical document,,0
31/01/2018,30,3.5,High,victoria,BC,Medicate with a medical document,,0
30/01/2018,8,1,High,victoria,BC,Use recreationally,,0
30/01/2018,105,14,High,victoria,BC,Use recreationally,,0
31/01/2018,7.5,1,High,victoria,BC,Medicate without a medical document,,0
26/01/2018,25,3.5,High,victoria,BC,Medicate without a medical document,,0
30/01/2018,50,7,High,victoria,BC,Medicate with a medical document,,0
31/01/2018,25,3.5,Medium,victoria,BC,Medicate with a medical document,,0
30/01/2018,7,1,Medium,victoria,BC,Use recreationally,,0
26/01/2018,24,3.5,Medium,victoria,BC,Medicate without a medical document,,0
30/01/2018,180,28,High,victoria,BC,Medicate without a medical document,,0
26/01/2018,22.39,3.5,High,victoria,BC,Medicate with a medical document,,0
31/01/2018,175,28,High,victoria,BC,Medicate without a medical document,,0
31/01/2018,6,1,Medium,victoria,BC,Medicate without a medical document,,0
01/02/2018,160,28,High,victoria,BC,Medicate without a medical document,Daily,0
01/02/2018,40,7,Medium,victoria,BC,Medicate without a medical document,Daily,0
26/01/2018,160,28,High,victoria,BC,Use recreationally,,0
26/01/2018,20,3.5,High,victoria,BC,Use recreationally,,0
26/01/2018,40,7,High,victoria,BC,Use recreationally,,0
30/01/2018,160,28,High,victoria,BC,Medicate without a medical document,,0
30/01/2018,160,28,Medium,victoria,BC,Use recreationally,,0
31/01/2018,20,3.5,High,victoria,BC,Use recreationally,,0
31/01/2018,20,3.5,High,victoria,BC,Use recreationally,,0
01/02/2018,20,3.5,High,victoria,BC,Use recreationally,,0
30/01/2018,150,28,High,victoria,BC,Medicate without a medical document,Daily,0
26/01/2018,5,1,High,victoria,BC,Use recreationally,A few times a year,0
30/01/2018,140,28,Medium,victoria,BC,Medicate without a medical document,,0
31/01/2018,5,1,Medium,victoria,BC,Medicate without a medical document,,0
30/01/2018,65,14,High,victoria,BC,Medicate without a medical document,A few times per week,0
31/01/2018,65,14,High,victoria,BC,Use recreationally,,0
30/01/2018,125,28,High,victoria,BC,Use recreationally,Daily,0
31/01/2018,125,28,High,victoria,BC,Use recreationally,,0
26/01/2018,15,3.5,High,victoria,BC,Use recreationally,,0
26/01/2018,120,28,High,victoria,BC,Use recreationally,,0
30/01/2018,120,28,High,victoria,BC,Use recreationally,,0
30/01/2018,120,28,,victoria,BC,Medicate without a medical document,,0
01/02/2018,120,28,Medium,victoria,BC,Use recreationally,,0
31/01/2018,4,1,High,victoria,BC,Medicate with a medical document,,0
06/02/2018,110,28,High,victoria,BC,Use recreationally,,0
30/01/2018,100,28,High,victoria,BC,Medicate without a medical document,,0
30/01/2018,320,112,Medium,victoria,BC,Use recreationally,,0
31/01/2018,2,1,Medium,victoria,BC,Use recreationally,,0
30/01/2018,320,56,High,sooke,BC,Use recreationally,Daily,40
27/01/2018,11,1,Medium,sooke,BC,Medicate without a medical document,Daily,28
31/01/2018,20,3.5,Low,sooke,BC,Medicate with a medical document,Daily,28
28/01/2018,5,1,High,sooke,BC,Use recreationally,Daily,28
30/01/2018,5,1,Medium,sooke,BC,Medicate without a medical document,Daily,28
30/01/2018,10,1,Medium,sooke,BC,Use recreationally,A few times per week,14
31/01/2018,80,14,High,sooke,BC,Use recreationally,Daily,14
30/01/2018,48,3.5,High,sooke,BC,Medicate with a medical document,Daily,7
30/01/2018,5,1,High,galiano island 9,BC,Medicate with a medical document,Daily,28
31/01/2018,60,7,Medium,duncan,BC,Medicate with a medical document,Daily,60
30/01/2018,280,28,Medium,duncan,BC,Medicate with a medical document,Daily,56
30/01/2018,9,1,High,duncan,BC,Medicate with a medical document,Daily,30
31/01/2018,60,14,High,duncan,BC,Use recreationally,Daily,30
30/01/2018,100,28,High,duncan,BC,Use recreationally,Daily,30
30/01/2018,40,7,High,duncan,BC,Medicate without a medical document,Daily,28
30/01/2018,100,28,High,duncan,BC,Use recreationally,Daily,28
26/01/2018,10,1,Medium,duncan,BC,Medicate with a medical document,Daily,14
31/01/2018,160,28,Medium,duncan,BC,Use recreationally,A few times per week,14
31/01/2018,20,3.5,High,duncan,BC,Medicate without a medical document,Daily,14
30/01/2018,5,1,Medium,duncan,BC,Medicate without a medical document,Daily,7
30/01/2018,3.57,1,High,duncan,BC,Medicate without a medical document,,0
30/01/2018,3.5,1,High,duncan,BC,Medicate with a medical document,,0
31/01/2018,75,28,High,duncan,BC,Medicate without a medical document,,0
02/02/2018,7.25,1,High,ladysmith,BC,Medicate with a medical document,Daily,60
30/01/2018,10,1,Medium,ladysmith,BC,Medicate with a medical document,Daily,7
30/01/2018,20,3.5,High,cowichan valley a,BC,Medicate without a medical document,A few times per week,3.5
30/01/2018,125,28,High,chemainus 13,BC,Use recreationally,Daily,28
31/01/2018,130,28,High,chemainus 13,BC,Use recreationally,Daily,15
01/02/2018,36,3.5,High,chemainus 13,BC,Medicate without a medical document,Daily,0
30/01/2018,200,28,High,cowichan,BC,Use recreationally,,0
02/02/2018,850,225,High,nanaimo,BC,Medicate with a medical document,Daily,300
30/01/2018,1400,454,High,nanaimo,BC,Use recreationally,Daily,120
31/01/2018,52.5,7,High,nanaimo,BC,Medicate without a medical document,Daily,84
31/01/2018,80,14,High,nanaimo,BC,Medicate without a medical document,Daily,60
31/01/2018,160,28,High,nanaimo,BC,Medicate without a medical document,Daily,56
30/01/2018,100,28,High,nanaimo,BC,Medicate without a medical document,Daily,56
31/01/2018,10,1,High,nanaimo,BC,Use recreationally,Daily,30
30/01/2018,20,3.5,High,nanaimo,BC,Medicate without a medical document,Daily,30
29/01/2018,10,1,High,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,30,3.5,Medium,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,26,3.5,High,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,25,3.5,High,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,80,14,High,nanaimo,BC,Use recreationally,Daily,28
31/01/2018,80,14,High,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,150,28,High,nanaimo,BC,Medicate without a medical document,Daily,28
30/01/2018,150,28,High,nanaimo,BC,Medicate without a medical document,Daily,28
31/01/2018,140,28,High,nanaimo,BC,Medicate with a medical document,Daily,28
31/01/2018,5,1,Medium,nanaimo,BC,Medicate with a medical document,Daily,28
31/01/2018,120,28,High,nanaimo,BC,Use recreationally,Daily,28
26/01/2018,100,28,High,nanaimo,BC,Use recreationally,Daily,28
29/01/2018,100,28,Medium,nanaimo,BC,Use recreationally,Daily,28
31/01/2018,100,28,Low,nanaimo,BC,Medicate without a medical document,Daily,28
03/02/2018,80,28,High,nanaimo,BC,Use recreationally,Daily,28
30/01/2018,75,28,Medium,nanaimo,BC,Use recreationally,Daily,28
26/01/2018,60,28,High,nanaimo,BC,Use recreationally,Daily,28
31/01/2018,30,3.5,High,nanaimo,BC,Use recreationally,Daily,15
31/01/2018,3.5,1,Medium,nanaimo,BC,Medicate without a medical document,Daily,15
03/02/2018,90,28,,nanaimo,BC,Medicate without a medical document,Daily,15
30/01/2018,35,3.5,,nanaimo,BC,Use recreationally,A few times per week,14
02/02/2018,135,15,High,nanaimo,BC,Medicate with a medical document,A few times per week,14
31/01/2018,45,5,High,nanaimo,BC,Medicate with a medical document,Daily,14
30/01/2018,160,28,High,nanaimo,BC,Use recreationally,A few times per week,14
30/01/2018,20,3.5,Medium,nanaimo,BC,Medicate without a medical document,Daily,14
01/02/2018,35,7,High,nanaimo,BC,Use recreationally,Daily,14
30/01/2018,120,28,High,nanaimo,BC,Medicate without a medical document,A few times per week,14
30/01/2018,120,28,High,nanaimo,BC,Medicate without a medical document,Daily,14
31/01/2018,145,14,High,nanaimo,BC,Medicate with a medical document,Daily,7
31/01/2018,10,1,High,nanaimo,BC,Medicate without a medical document,Daily,7
31/01/2018,8.5,1,High,nanaimo,BC,Medicate without a medical document,Daily,7
01/02/2018,8,1,Medium,nanaimo,BC,Use recreationally,Daily,7
26/01/2018,25,3.5,High,nanaimo,BC,Medicate with a medical document,Daily,7
30/01/2018,45,7,High,nanaimo,BC,Medicate with a medical document,Daily,7
01/02/2018,160,28,High,nanaimo,BC,Use recreationally,A few times per week,7
31/01/2018,125,28,High,nanaimo,BC,Use recreationally,A few times per week,7
26/01/2018,115,28,High,nanaimo,BC,Use recreationally,A few times per week,7
31/01/2018,50,14,High,nanaimo,BC,Medicate without a medical document,Daily,7
27/01/2018,90,28,Medium,nanaimo,BC,Use recreationally,A few times per month,7
01/02/2018,280,14,Medium,nanaimo,BC,Medicate without a medical document,A few times a year,3.5
31/01/2018,25,3.5,High,nanaimo,BC,Medicate with a medical document,Daily,3.5
31/01/2018,21.5,3.5,High,nanaimo,BC,Medicate without a medical document,A few times per week,3.5
30/01/2018,5,1,Medium,nanaimo,BC,Medicate without a medical document,A few times per week,3.5
01/02/2018,106,28,High,nanaimo,BC,Use recreationally,A few times per month,3.5
30/01/2018,25,3.5,High,nanaimo,BC,Medicate without a medical document,A few times per week,1
30/01/2018,50,7,High,nanaimo,BC,Medicate without a medical document,A few times per week,0.5
31/01/2018,25,3.5,High,nanaimo,BC,Use recreationally,A few times a year,0.5
31/01/2018,140,28,High,nanaimo,BC,Medicate without a medical document,A few times per week,0.5
31/01/2018,60,7,High,nanaimo,BC,Use recreationally,,0
26/01/2018,50,7,High,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,82,14,High,nanaimo,BC,Medicate without a medical document,Daily,0
30/01/2018,20,3.5,Medium,nanaimo,BC,Medicate without a medical document,Daily,0
30/01/2018,20,3.5,High,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,20,3.5,High,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,20,3.5,High,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,20,3.5,High,nanaimo,BC,Use recreationally,,0
31/01/2018,150,28,High,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,140,28,High,nanaimo,BC,Medicate without a medical document,,0
31/01/2018,5,1,Medium,nanaimo,BC,Medicate without a medical document,,0
30/01/2018,100,28,High,nanaimo,BC,Medicate without a medical document,,0
31/01/2018,100,28,High,nanaimo,BC,Use recreationally,,0
31/01/2018,65,28,High,nanaimo,BC,Medicate with a medical document,,0
30/01/2018,60,28,High,nanaimo,BC,Use recreationally,,0
30/01/2018,100,28,High,nanaimo a,BC,Medicate without a medical document,Daily,50
31/01/2018,120,28,High,nanaimo a,BC,Medicate without a medical document,Daily,28
03/02/2018,100,28,High,nanaimo a,BC,Medicate without a medical document,Daily,28
30/01/2018,30,3.5,Medium,nanaimo a,BC,Medicate without a medical document,Daily,14
30/01/2018,50,7,High,nanaimo a,BC,Use recreationally,Daily,14
30/01/2018,25,3.5,High,nanaimo a,BC,Use recreationally,A few times per week,7
30/01/2018,120,28,High,nanaimo a,BC,Medicate without a medical document,,0
04/02/2018,30,7,High,parksville,BC,Use recreationally,Daily,28
30/01/2018,100,28,Medium,parksville,BC,Medicate without a medical document,Daily,28
31/01/2018,100,28,,parksville,BC,Medicate without a medical document,Daily,0
31/01/2018,100,28,High,parksville,BC,Medicate without a medical document,,0
31/01/2018,100,28,High,parksville,BC,Medicate without a medical document,,0
31/01/2018,160,28,High,qualicum beach,BC,Medicate with a medical document,Daily,14
03/02/2018,42,7,High,nanaimo town 1,BC,Medicate without a medical document,Daily,28
03/02/2018,11,1,High,nanaimo town 1,BC,Use recreationally,Daily,14
30/01/2018,50,7,Medium,nanaimo town 1,BC,Use recreationally,A few times per week,7
31/01/2018,180,28,Medium,port alberni,BC,Use recreationally,Daily,28
30/01/2018,100,28,High,port alberni,BC,Medicate without a medical document,,0
30/01/2018,160,28,High,tofino,BC,Use recreationally,Daily,28
01/02/2018,180,28,Medium,campbell river,BC,Medicate without a medical document,Daily,56
31/01/2018,130,28,High,campbell river,BC,Use recreationally,Daily,30
02/02/2018,120,28,Medium,campbell river,BC,Medicate without a medical document,Daily,28
